Story	Role	Character Name	Function	Verb	Text																				
135			alpha	live/lived,family,farm	Once upon a time, a family lived in the countryside in their farm.																				
			N		But the bull was so strong that he broke out of the pen.																				
			W		The farmer and the bull went back home.																				
																									
3			alpha		Once upon a time there was a terrible dragon.																				
			A_1		He kidnapped the princess of a small kingdom.																				
			B		The king issued a call for help.																				
			B		A farmer and his friend responded to the call.																				
			depart		The farmer went to the dragon’s den.																				
			depart		His friend hide nearby.																				
			H4		The dragon would not eat the farmer because he was too thin.																				
			H4		The dragon asked the farmer to weight himself on some scales.																				
			*I1		While the dragon was busy, the farmer’s friend killed him.																				
			K4		They rescued the princess.																				
			return		They returned to the palace.																				
			w0		The king made the farmer a nobleman and his friend a soldier.																				
																									
3			alpha		Once upon a time, there was a farmer.																				
			a1		He could not find a bride.																				
			B_2		He decided to go rescue a captive princess.																				
			depart		He took his bull and departed.																				
			K1		After some time they arrived at the castle with a captive princess.																				
			K1		The bull ram the castle until it crumbled down.																				
			K1		He rescued the captive princess.																				
			W		They married and lived happily.																				
																									
																									
3			A		An evil king once kidnapped another kingdom’s princess.																				
			B_4		The father asked his best soldier to rescue his daughter.																				
			C		The soldier agreed.																				
			depart		He took a big mace and parted to the evil king’s castle.																				
			K_4		When he arrived, he flung his mace to the castle’s door.																				
			K_4		The door smashed and he rescued the princess.																				
			return		They both came back to the palace.																				
			W		The king offered the princess to the soldier in marriage.																				
			W		They married and lived happily.																				
																									
																									
3			alpha		Once upon a time, on a remote village there lived a tanner.																				
			alpha		A giant came to the village one day.																				
			A_17		The giant threatened to eat everyone.																				
			C		The tanner decided to go fight the giant.																				
			depart		He grabbed a bunch of hides and set off.																				
			H_2		The tanner told the giant to fight him.																				
			H_2		He used the hides to protect himself.																				
			I_2		Eventually the tanner bested the giant.																				
			K_4		The giant fled the village and never returned.																				
			w1		Everyone thanked the tanner and he married a local woman.																				
																									
3			alpha		A poor farmer lived in a small town.																				
			a_5		There was no rain and the crops wouldn’t grow.																				
			B_4		He ran out of food and was starving.																				
			C		He decided to look for work elsewhere.																				
			H3		He was roaming around when he saw a witch who controlled the rain.																				
			H3		He challenged her to a game of cards.																				
			I3		The farmer won all the games they played.																				
			K_1		The witch promised to restore rain.																				
			K_1		The crops grew again and the farmer was happy.																				
																									
3			alpha		This woman once found an orphan baby in the forest.																				
			A_9		When she got back home, the woman's husband could not accept the baby.																				
			A_9		When the baby grew into a smart boy he decided to get rid of him.																				
			A_9		He expelled him from home.																				
			depart		The boy left not knowing what to do.																				
			D		He was sobbing loudly next to a lake when a spirit came out of the lake.																				
			E		The spirit was pitiful of the boy.																				
			F		The spirit gave the boy a magic cloak.																				
			F		The boy thanked the spirit, took the cloak and left.																				
			return		Some time later, pirates raided the boy’s home town.																				
			return		The boy saw the smoke and ran.																				
			M2		He saw his house in flames.																				
			N2		He ran into the flames and rescued his family.																				
			T2		They together rebuild the family house.																				
			W1		The boy married and they lived there happily.																				
																									
3			alpha		An orphan boy lived in the streets.																				
			alpha		He had only a piece of bread, a knapsack and a fiddle.																				
			alpha		He was happy and liked to play the fiddle.																				
			epsilon1		A nearby devil heard the fiddle one day.																				
			epsilon1		The devil approached the boy and asked him to teach him how to play in exchange for a favor.																				
			theta1		The boy taught the devil how to play the fiddle.																				
			theta1		The boy and the devil talked all night long.																				
			A_18		The boy learned that the devil was tormenting the princess of the kingdom.																				
			C		The boy decided to ask the devil to stop.																				
			T3		The devil was thankful and agreed.																				
			wx		The princess was relieved and her father thankful.																				
			wx		The boy married the princess and lived happy in the castle.																				
																									
3			alpha		There once was a boy who lived on the streets.																				
			alpha		He had only a piece of bread to eat.																				
			D		An old man asked him to share his piece of bread.																				
			E		The boy shared his piece of bread with the old man.																				
			F		The old man was a wizard in disguise.																				
			Fpre_9		He rewarded the boy with a magic hat that allowed him to see the Grim Reaper.																				
			A_18		Time passed and the was became a doctor.																				
			A_18		The king's daughter had been cursed and was very ill.																				
			C		The boy went to meet the princess.																				
			F1_1		He took with him a deck of cards.																				
			H_3		At night, he saw the Grim Reaper enter the princess' room.																				
			H_3		He challenged him to a game of cards.																				
			I_3		The boy won the game and asked the Grim Reaper to leave the princess alone as his reward.																				
			K_4		The curse was lifted and the princess was healthy again.																				
			W		The king was so happy that he married his daughter to the boy and made him the doctor of the court.																				
																									
3			alpha		There once lived a poor tanner.																				
			a_1		He only had a piece of bread left to eat.																				
			D		A fox came to him one day and told him that he could make him rich if he shared his last piece of bread.																				
			E		The tanner shared his bread with the fox.																				
			F		The fox gave the tanner new garments.																				
			T1		The fox told the tanner how to act like a prince.																				
			depart		Then, the fox took the tanner to the palace.																				
			Q2		The king saw the tanner and thought he was a nice prince.																				
			W		Then the tanner married the princess and moved to the palace.																				
			return		Satisfied with her deed, the fox returned home.																				
																									
3			alpha		A long time ago, near the capital city, lived a family with their son.																				
			alpha		A giant terrorized the region.																				
			A9		The giant took over the family’s house and expelled them.																				
			A9		The family and their son had to move away.																				
			C		The boy grew up tall and strong.																				
			C		One day, he decided to go fight the giant.																				
			depart		He went back to his home.																				
			H		The giant and the boy fought for a long time.																				
			I		The boy was faster than the giant and managed to kill him.																				
			W		When the king learned about the feat of the boy he married him to his daughter.																				
																									
																									
3			alpha		A widow lived with his daughter in a farm.																				
			lambda		The widow eventually married another man who had a daughter of her own.																				
			A9		The stepsister despised the girl.																				
			B5		One night, the stepfather took the girl to the forest and left her there to die.																				
			D2		A goblin saw the girl and asked her how she was doing.																				
			E1		The girl was kind to the goblin and they talked all night long.																				
			F		The goblin thanked the girl for being so nice to him.																				
			F		He told her that he would help her.																				
			U		The goblin killed the stepfather.																				
			U		The stepsister ran away.																				
			return		The girl went back to her mother.																				
			W		The girl and her mother lived happily and she eventually married a good lad from a nearby farm.																				
																									
																									
3			alpha		There lived an old man who had become a widower.																				
			beta2		Eventually, the father married an old widow who had a daughter of her own.																				
			lambda		The woman's daughter was jealous of her stepsister.																				
			A11		She tried poisoning her stepsister.																				
			C		A fairy knew everything and warned the girl.																				
			o		A nearby prince heard the story.																				
			Ex		The prince killed the jealous girl.																				
			W		He then married the other girl and they lived happily ever after.																				
																									
																									
																									
3			alpha		A family with two children lived in a farm.																				
			beta3		The daughter was jealous of all the attention her younger brother always received.																				
			beta3		One day she went to the forest to pick up berries.																				
			gamma2		Her mother asked her to take her brother with her.																				
			A14		Then the girl killed her brother and buried him.																				
			Fvi		From the ground where the brother was buried a little shrub soon sprouted.																				
			Fvi		A shepherd ran into the shrub, cut it and made a flute out of it.																				
			B7		When he played the flute it sang a song.																				
			Ex4		A prince that was about to marry the girl heard the song.																				
			U		He expelled the girl from the kingdom.																				
																									
xxx			alpha		There once lived a tanner called Nikita.																				
			alpha		One night he got lost.																				
			alpha		He saw a light and walked to a tower.																				
			gamma1		A girl called Alenka opened the door and let Nikita in to spend the night.																				
			A		In the middle of the night, Baba Yaga tried to eat him.																				
			H		But Nikita was very strong and fought the witch.																				
			I1		Nikita won and killed the witch.																				
			K7		Nikita rescued Alenka from the tower.																				
			w1		Nikita married Alenka and they lived happy ever after.																				
																									
																									
xxx			alpha		Nikita and Vasili were two soldiers on leave.																				
			alpha		One night Nikita and Vasili got lost.																				
			A8		Baba Yaga saw them and tried to eat Vasili.																				
			C		Nikita pretended to sleep but he was awake.																				
			C		Nikita saw Baba Yaga.																				
			I		Nikita killed Baba Yaga.																				
			L		The next morning Vasili found Baba Yaga dead.																				
			L		He went to the king and claimed the reward.																				
			Ex1		Nikita kept Baba Yaga’s heart.																				
			U-		The king expelled Vasili from the kingdom.																				
			w		The king married Nikita to his daughter.																				
																									
																									
																									
yyy			alpha		The once lived a very poor widow called Alenka.																				
			a5		The parents didn't even have food to sustain their two sons Nikita and Vasili.																				
			tfa		Alenka sang about having to abandon their children.																				
			depart		Nikita heard her mother's song and decided to leave himself.																				
			D9		When he was in the woods he ran into a boar that attacked him.																				
			E9		Nikita was able to fend it off.																				
			J1		The boar left deep scars on Nikita but he survived.																				
			o		He made it back home.																				
			o		There was a young man telling everyone that the boar that ruined the crops was gone.																				
			L		Vasili claimed he had killed the boar.																				
			Ex1		Nikita challenged Vasili.																				
			Ex1		He show his scars and everybody believed him.																				
			U		Vasili was expelled from the kingdom.																				
			w1		Nikita was married to a good girl.																				
																									
																									
																									
																									
1			alpha		Once upon a time, a family lived in an isolated mountain.																				
			A15		The father kept his daughter Alenka locked in a room.																				
			B1		Alenka was very miserable and cried day and night.																				
			C		Nikita decided he had to free Alenka.																				
			F5		One day, Nikita found the spare key to his sister's room.																				
			H5		His father surprised Nikita as he was opening the door.																				
			H5		He told Nikita, he'd let him free Alenka if he'd win a game of cards with him.																				
			I3		Nikita was very skilled at card games and won.																				
			K10		Nikita rescued Alenka and left.																				
			w		The moves to a nearby town where he lived happy.																				
																									
																									
																									
																									
																									
																									
																									
																									
1			alpha		Alenka lived with her parents.																				
			a4		She was beautiful but could not find a suitable husband.																				
			B5		Her parents banished her from home until she could find a husband.																				
			G2		Alenka walked for a very long time.																				
			D7		She ran into Nikita who had no shoes.																				
			E7		She gave her shoes to Nikita.																				
			f9		Nikita was very grateful.																				
			J1		Alenka walked until her feet bled.																				
			o		She eventually reached a new kingdom.																				
			M9		The people of the kingdom ordered Alenka to walk over hot coals.																				
			N9		Her feet were numb.																				
			N9		So she walked over the coals.																				
			Q1		Nikita saw Alenka.																				
			Q1		He went to fetch the prince of the kingdom and asked for his help.																				
			T3		The prince saw Alenka and fell in love.																				
			T3		He gave Alenka new garments and married her.																				
			W#*		They moved to the palace and lived happily.																				
																									
																									
																									
																									
																									
																									
1			alpha		Alenka lived with her parents.																				
			beta2		The parents died of old age.																				
			a5		Alenka was poor and hungry.																				
			depart		She packed her last loaf of bread and left.																				
			D1_3		Once in the forest, she ran into Misha.																				
			D1_3		Misha asked for some food.																				
			E1_3		Alenka shared her last piece of bread with Misha.																				
			F9		The Misha was grateful.																				
			F9		The Misha told the girl he would help her when needed.																				
			M11		Later, Alenka found work in a nearby market.																				
			M11		Her job was to separate little rocks from grains.																				
			N12		Alenka was very skilled and Misha would come help her every night.																				
			W		Alenka ended up marrying Nikita and they all were happy.																				
																									
																									
																									
																									
																									
1			alpha		There lived a girl called Alenka with her brother Nikita.																				
			alpha		One day, Nikita went to work the fields.																				
			gamma1		He told Alenka to not venture in the forest alone.																				
			A1		Baba Yaga kidnapped Nikita.																				
			B4		When Nikita wouldn't return Alenka became worried.																				
			depart		Alenka decided to go look for Nikita.																				
			K3		Alenka eventually found Baba Yaga.																				
			K3		Baba Yaga was distracted.																				
			K3		Alenka sneaked and poisoned Baba Yaga’s food.																				
			return		They came back home safe.																				
			wo		The people from the village rewarded them for killing Baba Yaga.																				
																									
																									
																									
1			alpha		Once there was a beautiful princess called Alenka.																				
			a		For some unknown reason Alenka was very sad.																				
			B1		Her father sent a call to figure out why she was always sad.																				
			B1		Nikita heard about the call.																				
			C		Nikita decided to go talk to Baba Yaga.																				
			depart		He packed his things and departed.																				
			H3		He found Baba Yaga and asked her about Alenka.																				
			H3		Baba Yaga wanted to play some games of cards.																				
			I3		Nikita won all of the games.																				
			K5		Baba Yaga gave Nikita a magic handkerchief for Alenka.																				
			return		He then went back to the palace.																				
			Q2		When Alenka saw the handkerchief she started smiling immediately.																				
			W#*		Nikita and Alenka got married and lived happily ever after.																				
																									
1			alpha		Once there lived a rich merchant with two sons called Nikita and Vasili.																				
			alpha		The merchant sent them to marry princess Alenka.																				
			alpha		Vasili was afraid of Nikita.																				
			A_6		In the middle of the night, Vasili killed Nikita.																				
			o		Vasili met Alenka and they got married.																				
			J1		Nikita healed his wounds.																				
			Pr2		Vasili learned Nikita was alive.																				
			Pr2		Vasili sent the guards to kill Nikita.																				
			K		Nikita killed the guards.																				
			K		Then, Nikita killed Vasili.																				
			W#*		Alenka married Nikita and they were happy.																				
																									
																									
1			alpha		In a kingdom far away there was a town terrified by Baba Yaga.																				
			A14		One day the dragon killed the king.																				
			B		Princess Alenka issued a call for help.																				
			B		Nikita responded to the call.																				
			C		The princess promised herself in marriage if Nikita killed Baba Yaga.																				
			depart		Nikita set off.																				
			G5		Nikita found Baba Yaga’s hut.																				
			I5		Nikita sneaked in and killed Baba Yaga.																				
			return		Nikita returned to the palace.																				
			w_0		The princess married him.																				
																									
1			alpha		In a foreign kingdom faraway lived Nikita.																				
			alpha		He was under the orders of queen Alenka.																				
			a2		Alenka desired a magical fairy.																				
			B_2		Alenka commanded Nikita to go capture a fairy for her.																				
			depart		Nikita went to the forest.																				
			Ki		There Nikita met a fairy and convinced her to meet Alenka.																				
			Ki		The fairy accepted.																				
			return		Nikita and the fairy returned.																				
			W		Alenka was very happy.																				
			W		Alenka married Nikita and they were happy.																				
																									
																									
1			alpha		There was once Baba Yaga that lived in a forest.																				
			alpha		She would kidnap children from a nearby town.																				
			A_1		She once kidnapped princess Alenka.																				
			B_4		The king approached Nikita and asked for his help.																				
			C		Nikita agreed.																				
			depart		He took a big lance and went to the forest.																				
			H_1		He saw Baba Yaga and launched his lance at her.																				
			I_1		He killed Baba Yaga in one strike.																				
			K_4		He rescued Alenka.																				
			return		They both came back to town.																				
			W		Alenka married Nikita.																				
																									
																									
1			alpha		Once there lived Baba Yaga near a little village.																				
			A_17		Baba Yaga wanted to kidnap Alenka.																				
			B_4		A Nikita came to town.																				
			B_4		He met an old man who told him about Baba Yaga.																				
			C		Nikita misspoke and said he could kill Baba Yaga.																				
			depart		He still decided to go meet Baba Yaga.																				
			K1		At night, he sewed Baba Yaga's eyes shut.																				
			I5		When Baba Yaga woke up he could not see.																				
			I5		Baba Yaga stumbled and fell through a cliff.																				
			return		Nikita came back to the village.																				
			w_0		Everybody was happy.																				
																									
1			alpha		Nikita lived in a farm.																				
			a_5		He was did not have any food for the winter.																				
			H_2		One day he saw Baba Yaga ruining his crops across a little river.																				
			H_2		Nikita had nothing to loose.																				
			H_2		He confronted Baba Yaga.																				
			I_2		When Baba Yaga swam to get to him she drowned.																				
			K_1		Nikita now had food and riches to go through the winter.																				
			K_1		The farmer now had food and pelts to go through the winter.																				
																									
																									
1			alpha		Alenka gave birth to Nikita.																				
			A_9		The father did not accept Nikita and when he grew up he devised a plan to get rid of him.																				
			A_9		He sent Nikita to a cave where Baba Yaga lived.																				
			H_2		There, Baba Yaga challenged Nikita to see who could run the fastest.																				
			I_2		Nikita told him to first try to catch Misha.																				
			I_2		Nikita pointed to a rabbit.																				
			I_2		The rabbit dashed and Baba Yaga could not catch it.																				
			K_1		Baba Yaga was ashamed and left.																				
			return		Nikita came back home safe and sound.																				
			W		He soon wed a young girl and went to live with her family.																				
																									
1			alpha		Once there lived Nikita.																				
			A_18		One night, Baba Yaga started tormenting the people of his town.																				
			C		Nikita said he would find a solution.																				
			H_3		That night, Nikita scattered beehives around town.																				
			H_3		At midnight Baba Yaga appeared but was stung by the bees.																				
			U		Then Nikita used his shovel to kill Baba Yaga.																				
			W		Everybody was happy.																				
																									
1			alpha		There once lived Nikita who used to play the fiddle.																				
			Epre_7		Once day, Nikita playing his fiddle in the forest.																				
			Epre_7		Baba Yaga asked him to teach her to play the fiddle.																				
			Fpre_9		He taught Baba Yaga how to play.																				
			Fpre_9		Baba Yaga gave him a magic egg.																				
			a5		There was a bad winter.																				
			a5		All the sheep died.																				
			C		Nikita remembered the magic egg and decided to incubate it.																				
			K6		Out of the egg hatched a hen.																				
			K6		The hen laid golden eggs.																				
			W		Nikita never had to worry about money again.																				
																									
1			alpha		There once lived Alenka and Nikita.																				
			a_1		They were very poor and had no food.																				
			B		Baba Yaga once invited them to her hut.																				
			C		They were reluctant but then trusted Baba Yaga.																				
			depart		They followed her into her hut.																				
			M1		Baba Yaga ordered them to eat a lot of food.																				
			N1		Nikita did and fell asleep.																				
			N_1		Alenka didn't but pretended to fall sleep.																				
			Q3		Alenka saw Baba Yaga was about to eat them.																				
			U		She woke her brother and he killed Baba Yaga.																				
			return		They returned home safe with their stomachs full.																				
																									
																									
0			alpha		There once was a family.																				
			eta		A king wanted to steal their lands.																				
			beta		One day the father went to the market.																				
			A		The king kidnapped the father and threw him in jail.																				
			depart		The son went to meet with the king.																				
			H3		The king challenged him to a game of cards.																				
			I3		The king lost.																				
			K4		The king freed the father.																				
			return		The father and the son returned home.																				
			W		The son soon married a girl and was happy.																				
																									
0			alpha		Once there was a girl.																				
			beta2		Her parents were away for work.																				
			a6		She was hungry.																				
			depart		She went to the forest.																				
			D		There she found an apple tree.																				
			D		She asked the tree for an apple.																				
			D		The tree gave her a magic apple.																				
			D7		The tree told her to not eat the apple.																				
			E		Alenka did not eat the apple.																				
			F		The apple tree was happy and gave Alenka apple seeds.																				
			return		Alenka went back home.																				
			w		She and her parents planted the apple seeds, grew the trees and were prosperous.																				
			w		She and her parents planted the apple seeds, grew the trees and were prosperous.																				
																									
																									
																									
																									
0			alpha		There once lived a soldier with his son.																				
			alpha		The soldier trained his son to be like him.																				
			gamma1		The villagers asked the soldier to leave town.																				
			A5		While they were away, thieves robbed the town.																				
			C		When the soldier knew he didn’t want to go back.																				
			C		The son went back.																				
			F1		His strength was with him.																				
			H1		The son fought the thieves.																				
			I1		He killed every one of them.																				
			W		He married a nice girl from town and was happy.																				
																									
																									
0			alpha		A king had twin daughters.																				
			beta2		Their mother died at childbirth.																				
			a		The daughters were very lonely.																				
			depart		One day the daughters went to the forest.																				
			D		There they found a trapped goblin.																				
			D		The goblin asked them for help.																				
			E_1		The older daughter ran away scared.																				
			E		The younger daughter stayed and helped him.																				
			F9		The goblin gave Alenka a new appearance.																				
			return		When the daughters returned, an evil prince had conquered their castle.																				
			o		Nobody recognized her.																				
			Ex1		The prince executed her sister.																				
			W		He married the daughter and they were happy.																				
																									
0			alpha		There once lived a boy who was very light.																				
			a1		He was very lonely.																				
			depart		He was so light that one day he drifted away.																				
			G1		He flow to another kingdom.																				
			M1		In that kingdom, the king held a feast.																				
			M1		The king wanted to see who could eat more than him.																				
			N1		Nikita ate three cows.																				
			Q3		The king was impressed by his feat.																				
			W*		The king married his daughter to Nikita and made him a prince.																				
																									
0			alpha		Once, there was Nikita and Alenka who loved each other.																				
			alpha		On the day of the wedding, Baba Yaga cast a spell on Nikita.																				
			Avii		Nikita forgot about his lover.																				
			*D7		Alenka implored Baba Yaga to bring back his memories.																				
			D1		Baba Yaga asked for Alenka’s eyes.																				
			E1		Alenka gave her eyes away.																				
			F-		Baba Yaga had tricked Alenka and just left.																				
			B7		Alenka was very sad and sang a sad song.																				
			Q4		Then Nikita heard the song.																				
			Q4		He remembered his lover.																				
			w2		He loved her sacrifice and they got married immediately.																				
																									
0			alpha		Once, there was a man and a woman who loved each other.																				
			alpha		On the day of the wedding, a witch cast a spell on the husband.																				
			Avii		The man forgot about his lover.																				
			*D7		The woman implored the witch to bring back his memories.																				
			D1		The witch asked for the woman’s eyes.																				
			E1		The woman gave her eyes away.																				
			F-		The witch had tricked the woman and just left.																				
			B7		The woman was very sad and sang a sad song.																				
			Q4		Then the man heard the song.																				
			Q4		He remembered his lover.																				
			w2		He loved her sacrifice and they got married immediately.																				
																									
0			alpha		An old widower lived with his daughter Alenka.																				
			lambda		The widower eventually married another woman who had a daughter called Misha.																				
			A9		Misha despised Alenka.																				
			A9		Misha asked her father to kill Alenka.																				
			B5		The father took Alenka to the forest and left her there to die.																				
			D2		Baba Yaga saw Alenka and asked her how she was doing.																				
			E1		Alenka was kind to Baba Yaga and they talked all night long.																				
			f1		Baba Yaga thanked Alenka for their conversation.																				
			f1		As a token of appreciation, he gave her new clothes and jewelry.																				
			return		The next morning, the father went back to the forest to retrieve Alenka's corpse.																				
			return		He was very happy to see Alenka still alive and they went back to the farm.																				
			gamma		When the stepmother saw the clothes and jewelry she got very excited.																				
			delta		She asked her husband to take Misha to the forest.																				
			B5		The husband took Misha to the forest and left her in the same spot.																				
			D2		Baba Yaga saw Misha and approached her.																				
			E_1		Misha was repulsed by Baba Yaga and was mean to her.																				
			U		Baba Yaga killed Misha as punishment.																				
			return		The next morning, the father went back to the forest to retrieve Misha.																				
			return		He went back home with Misha's corpse.																				
			W		When the mother saw dead Misha she died of sadness herself.																				
			W		Alenka and her father lived happily and she eventually married Nikita.																				
																									
																									
